STUDY NAME: Fall 2020 SimmonsLOCAL,,,,,
STUDY WEIGHT TYPE: Household,,,,,
BASE: Study Universe,,,,,
TARGET: MEAT ALTERNATIVES - HH USES?: YES,,,,,
,,,,,
Geographies,Target Sample,Target Weighted,Base Weighted,Horizontal %,Index
"03063 - NASHUA","17","1,517","6,842",22,"86"
"03064 - NASHUA","22","1,406","5,890",24,"93"
"03070 - NEW BOSTON","4","316","2,007",16,"61"
"03071 - NEW IPSWICH","4","351","1,881",19,"73"
"03076 - PELHAM","11","738","4,880",15,"59"
"03077 - RAYMOND","11","965","4,390",22,"86"
"03079 - SALEM","38","3,116","12,562",25,"97"
"03082 - LYNDEBOROUGH","1","82","653",13,"49"
"03084 - TEMPLE","4","308","493",63,"243"
"03086 - WILTON","3","259","1,444",18,"70"
"03087 - WINDHAM","14","1,005","4,959",20,"79"
"03101 - MANCHESTER","4","395","1,574",25,"98"
"03102 - MANCHESTER","41","2,932","13,860",21,"82"
"03103 - MANCHESTER","42","3,124","15,237",21,"80"
"03104 - MANCHESTER","43","3,220","15,767",20,"79"
"03106 - HOOKSETT","16","1,149","5,111",23,"87"
"03109 - MANCHESTER","18","1,179","4,275",28,"107"
"03110 - BEDFORD","23","1,649","7,447",22,"86"
"03216 - ANDOVER","7","452","862",52,"204"
"03217 - ASHLAND","21","195","973",20,"78"
"03218 - BARNSTEAD","0","0","262",0,"0"
"03220 - BELMONT","7","550","3,144",18,"68"
"03221 - BRADFORD","0","0","836",0,"0"
"03224 - CANTERBURY","1","67","906",7,"29"
"03225 - CENTER BARNSTEAD","5","393","1,524",26,"100"
"03226 - CENTER HARBOR","3","227","597",38,"148"
"03229 - CONTOOCOOK","12","713","2,092",34,"133"
"03230 - DANBURY","1","58","475",12,"48"
"03233 - ELKINS","1","56","197",28,"111"
"03234 - EPSOM","5","436","2,011",22,"84"
"03235 - FRANKLIN","11","673","3,736",18,"70"
"03237 - GILMANTON","4","299","1,179",25,"99"
"03242 - HENNIKER","5","312","1,924",16,"63"
"03243 - HILL","1","50","461",11,"42"
"03244 - HILLSBOROUGH","12","1,026","3,456",30,"116"
"03246 - LACONIA","23","1,525","7,163",21,"83"
"03249 - GILFORD","12","807","2,935",28,"107"
"03253 - MEREDITH","8","524","2,621",20,"78"
"03255 - NEWBURY","4","241","877",28,"107"
"03256 - NEW HAMPTON","3","179","785",23,"89"
"03257 - NEW LONDON","2","131","1,747",8,"29"
"03258 - CHICHESTER","4","266","1,046",25,"99"
"03261 - NORTHWOOD","4","233","1,759",13,"52"
"03263 - PITTSFIELD","4","366","1,826",20,"78"
"03268 - SALISBURY","2","110","430",26,"100"
"03269 - SANBORNTON","3","252","1,323",19,"74"
"03275 - SUNCOOK","20","1,436","4,861",30,"115"
"03276 - TILTON","8","631","3,690",17,"67"
"03278 - WARNER","9","692","1,609",43,"167"
"03281 - WEARE","10","733","3,234",23,"88"
"03287 - WILMOT","2","116","536",22,"84"
"03290 - NOTTINGHAM","8","724","2,003",36,"141"
"03291 - WEST NOTTINGHAM","0","0","111",0,"0"
"03301 - CONCORD","49","3,568","13,841",26,"100"
"03303 - CONCORD","23","1,685","6,585",26,"100"
"03304 - BOW","12","729","2,514",29,"113"
"03307 - LOUDON","8","626","2,197",29,"111"
"03431 - KEENE","37","2,427","10,481",23,"90"
"03440 - ANTRIM","4","307","1,155",27,"103"
"03441 - ASHUELOT","0","0","176",0,"0"
"03442 - BENNINGTON","5","325","571",57,"221"
"03443 - CHESTERFIELD","1","59","306",19,"75"
"03444 - DUBLIN","2","116","568",20,"79"
"03445 - SULLIVAN","4","318","549",58,"225"
"03446 - SWANZEY","8","558","2,360",24,"92"
"03447 - FITZWILLIAM","5","289","855",34,"132"
"03448 - GILSUM","2","107","360",30,"116"
"03449 - HANCOCK","1","71","709",10,"39"
"03450 - HARRISVILLE","2","90","371",24,"94"
"03451 - HINSDALE","2","148","1,631",9,"35"
"03452 - JAFFREY","5","412","2,023",20,"79"
"03455 - MARLBOROUGH","3","183","908",20,"78"
"03456 - MARLOW","1","43","272",16,"62"
"03457 - NELSON","0","0","118",0,"0"
"03458 - PETERBOROUGH","9","584","2,883",20,"79"
"03461 - RINDGE","10","805","2,349",34,"133"
"03462 - SPOFFORD","3","157","527",30,"116"
"03464 - STODDARD","0","0","372",0,"0"
"03465 - TROY","3","231","931",25,"97"
"03466 - WEST CHESTERFIELD","3","187","529",35,"138"
"03467 - WESTMORELAND","3","204","690",30,"115"
"03470 - WINCHESTER","13","836","2,047",41,"159"
"03602 - ALSTEAD","7","145","1,028",14,"55"
"03608 - WALPOLE","2","137","1,112",12,"48"
"03609 - NORTH WALPOLE","1","68","294",23,"90"
"03801 - PORTSMOUTH","36","2,489","9,965",25,"97"
"03809 - ALTON","5","387","1,282",30,"117"
"03810 - ALTON BAY","6","359","843",43,"166"
"03811 - ATKINSON","10","948","2,714",35,"136"
"03819 - DANVILLE","3","228","1,674",14,"53"
"03820 - DOVER","31","2,440","12,665",19,"75"
"03823 - MADBURY","2","126","613",21,"80"
"03824 - DURHAM","17","1,537","7,261",21,"82"
"03825 - BARRINGTON","13","1,110","3,321",33,"130"
"03826 - EAST HAMPSTEAD","3","242","1,190",20,"79"
"03827 - EAST KINGSTON","3","255","1,278",20,"78"
"03833 - EXETER","24","1,803","8,410",21,"83"
"03835 - FARMINGTON","11","748","2,706",28,"108"
"03837 - GILMANTON IRON WORKS","0","0","376",0,"0"
"03839 - ROCHESTER","5","331","1,201",28,"107"
"03840 - GREENLAND","4","265","1,259",21,"82"
"03841 - HAMPSTEAD","5","557","2,496",22,"87"
"03842 - HAMPTON","18","1,404","6,718",21,"81"
"03843 - HAMPTON","0","0","316",0,"0"
"03844 - HAMPTON FALLS","3","216","806",27,"104"
"03848 - KINGSTON","8","543","2,643",21,"80"
"03851 - MILTON","4","279","1,523",18,"71"
"03852 - MILTON MILLS","1","52","333",16,"61"
"03854 - NEW CASTLE","2","112","374",30,"117"
"03855 - NEW DURHAM","6","356","944",38,"147"
"03856 - NEWFIELDS","1","81","627",13,"50"
"03857 - NEWMARKET","14","1,074","4,070",26,"103"
"03858 - NEWTON","6","426","1,787",24,"93"
"03861 - LEE","6","354","1,504",24,"92"
"03862 - NORTH HAMPTON","5","367","1,854",20,"77"
"03865 - PLAISTOW","8","679","3,113",22,"85"
"03867 - ROCHESTER","26","1,723","8,977",19,"75"
"03868 - ROCHESTER","7","773","2,220",35,"135"
"03869 - ROLLINSFORD","5","343","726",47,"184"
"03870 - RYE","7","543","2,151",25,"98"
"03873 - SANDOWN","9","694","2,375",29,"114"
"03874 - SEABROOK","11","830","4,216",20,"77"
"03878 - SOMERSWORTH","20","1,166","4,538",26,"100"
"03884 - STRAFFORD","3","285","1,535",19,"72"
"03885 - STRATHAM","8","618","2,672",23,"90"
"03887 - UNION","3","228","770",30,"115"
"05101 - BELLOWS FALLS","7","556","2,186",25,"99"
"05143 - CHESTER","37","407","2,096",19,"76"
"05146 - GRAFTON","2","193","533",36,"141"
"05154 - SAXTONS RIVER","0","0","251",0,"0"
"05155 - SOUTH LONDONDERRY","1","46","306",15,"58"
"05156 - SPRINGFIELD","76","924","4,266",22,"84"
"05158 - WESTMINSTER","1","45","289",16,"61"
"05301 - BRATTLEBORO","26","1,547","6,650",23,"91"
"05341 - EAST DOVER","2","51","147",35,"135"
"05342 - JACKSONVILLE","1","39","189",21,"80"
"05345 - NEWFANE","4","268","907",30,"115"
"05346 - PUTNEY","6","411","2,227",19,"72"
"05351 - SOUTH NEWFANE","1","135","234",58,"224"
"05353 - TOWNSHEND","1","27","362",8,"29"
"05354 - VERNON","1","61","723",8,"33"
"05355 - WARDSBORO","0","0","265",0,"0"
"05356 - WEST DOVER","2","37","363",10,"40"
"05358 - WEST HALIFAX","1","39","141",28,"108"
"05359 - WEST TOWNSHEND","2","94","175",54,"209"
"05360 - WEST WARDSBORO","1","17","149",11,"44"
"05361 - WHITINGHAM","1","65","410",16,"62"
"05362 - WILLIAMSVILLE","1","47","126",37,"145"
"42101 - BOWLING GREEN","1,649","6,814","27,750",25,"96"
"42103 - BOWLING GREEN","433","1,663","8,142",20,"79"
"42104 - BOWLING GREEN","694","3,034","14,125",22,"84"
"42122 - ALVATON","90","422","1,702",25,"96"
"42123 - AUSTIN","23","74","288",26,"100"
"42124 - BEAUMONT","3","4","26",15,"60"
"42127 - CAVE CITY","200","683","2,814",24,"94"
"42129 - EDMONTON","186","604","2,807",22,"84"
"42130 - EIGHTY EIGHT","8","27","90",30,"117"
"42131 - ETOILE","2","6","48",13,"49"
"42133 - FOUNTAIN RUN","9","57","614",9,"36"
"42141 - GLASGOW","844","2,997","13,587",22,"86"
"42154 - KNOB LICK","18","58","305",19,"74"
"42156 - LUCAS","13","39","138",28,"110"
"42159 - OAKLAND","30","89","431",21,"80"
"42160 - PARK CITY","49","185","816",23,"88"
"42163 - ROCKY HILL","1","3","37",8,"32"
"42166 - SUMMER SHADE","74","259","1,086",24,"93"
"42170 - WOODBURN","22","63","558",11,"44"
"42171 - SMITHS GROVE","168","595","2,853",21,"81"
"42206 - AUBURN","16","537","2,122",25,"98"
"42207 - BEE SPRING","29","104","466",22,"87"
"42210 - BROWNSVILLE","129","415","1,796",23,"90"
"42214 - CENTER","17","48","290",17,"64"
"42252 - JETSON","2","6","30",20,"78"
"42256 - LEWISBURG","30","310","2,049",15,"59"
"42259 - MAMMOTH CAVE","38","111","498",22,"87"
"42261 - MORGANTOWN","256","946","4,395",22,"84"
"42273 - ROCHESTER","12","23","147",16,"61"
"42274 - ROCKFIELD","52","209","1,022",21,"80"
"42275 - ROUNDHILL","20","61","331",18,"72"
"42276 - RUSSELLVILLE","35","995","5,665",18,"68"
"42285 - SWEEDEN","13","44","141",31,"121"
"42333 - CROMWELL","9","83","334",25,"97"
"42339 - DUNMOR","6","29","243",12,"46"
"42713 - BONNIEVILLE","45","148","762",19,"76"
"42715 - BREEDING","0","0","230",0,"0"
"42717 - BURKESVILLE","29","709","2,885",25,"96"
"42721 - CANEYVILLE","28","394","1,433",28,"107"
"42722 - CANMER","16","55","290",19,"74"
"42729 - CUB RUN","52","177","641",28,"107"
"42746 - HARDYVILLE","52","153","748",21,"80"
"42749 - HORSE CAVE","162","555","2,363",24,"91"
"42754 - LEITCHFIELD","64","1,349","6,270",22,"84"
"42757 - MAGNOLIA","42","330","1,149",29,"112"
"42765 - MUNFORDVILLE","174","591","2,399",25,"96"
"42782 - SUMMERSVILLE","2","34","356",10,"37"
"42784 - UPTON","21","156","1,008",16,"60"
"14001 - AKRON","31","712","4,318",17,"64"
"14004 - ALDEN","47","1,134","4,263",27,"104"
"14005 - ALEXANDER","11","223","820",27,"106"
"14006 - ANGOLA","36","820","4,187",20,"76"
"14008 - APPLETON","10","219","766",29,"111"
"14009 - ARCADE","17","270","2,168",13,"48"
"14011 - ATTICA","47","1,033","3,427",30,"117"
"14012 - BARKER","12","222","915",24,"94"
"14013 - BASOM","11","129","762",17,"66"
"14020 - BATAVIA","106","2,083","9,006",23,"90"
"14024 - BLISS","9","153","643",24,"93"
"14025 - BOSTON","5","126","1,149",11,"43"
"14026 - BOWMANSVILLE","4","80","281",29,"111"
"14028 - BURT","9","174","840",21,"81"
"14030 - CHAFFEE","1","20","528",4,"15"
"14031 - CLARENCE","32","718","3,458",21,"81"
"14032 - CLARENCE CENTER","30","648","2,678",24,"94"
"14033 - COLDEN","11","254","900",28,"110"
"14034 - COLLINS","14","336","1,328",25,"98"
"14036 - CORFU","23","460","1,847",25,"97"
"14037 - COWLESVILLE","3","45","400",11,"44"
"14039 - DALE","0","0","13",0,"0"
"14040 - DARIEN CENTER","10","206","807",26,"99"
"14041 - DAYTON","0","0","128",0,"0"
"14042 - DELEVAN","17","368","1,725",21,"83"
"14043 - DEPEW","83","1,950","10,593",18,"72"
"14047 - DERBY","31","684","2,821",24,"94"
"14048 - DUNKIRK","80","1,641","5,971",28,"107"
"14051 - EAST AMHERST","75","1,654","6,953",24,"93"
"14052 - EAST AURORA","62","1,460","6,821",21,"83"
"14054 - EAST BETHANY","5","75","463",16,"63"
"14055 - EAST CONCORD","4","93","487",19,"74"
"14057 - EDEN","29","645","3,314",20,"76"
"14058 - ELBA","13","254","947",27,"104"
"14059 - ELMA","34","876","3,486",25,"98"
"14060 - FARMERSVILLE STATION","1","18","105",17,"67"
"14062 - FORESTVILLE","12","252","1,162",22,"84"
"14063 - FREDONIA","56","1,158","6,258",19,"72"
"14065 - FREEDOM","12","286","735",39,"151"
"14066 - GAINESVILLE","8","157","506",31,"121"
"14067 - GASPORT","18","434","1,917",23,"88"
"14068 - GETZVILLE","18","508","2,616",19,"76"
"14069 - GLENWOOD","2","37","373",10,"39"
"14070 - GOWANDA","30","637","2,915",22,"85"
"14072 - GRAND ISLAND","84","1,925","7,854",25,"95"
"14075 - HAMBURG","160","3,553","16,656",21,"83"
"14080 - HOLLAND","23","513","1,947",26,"103"
"14081 - IRVING","22","446","1,443",31,"120"
"14082 - JAVA CENTER","6","88","260",34,"132"
"14083 - JAVA VILLAGE","0","0","34",0,"0"
"14085 - LAKE VIEW","27","622","2,721",23,"89"
"14086 - LANCASTER","143","3,118","12,653",25,"96"
"14091 - LAWTONS","4","101","528",19,"74"
"14092 - LEWISTON","53","1,118","4,912",23,"89"
"14094 - LOCKPORT","226","5,264","21,071",25,"97"
"14101 - MACHIAS","8","126","746",17,"66"
"14102 - MARILLA","4","95","398",24,"93"
"14103 - MEDINA","63","896","4,057",22,"86"
"14105 - MIDDLEPORT","14","315","1,839",17,"67"
"14108 - NEWFANE","19","381","2,262",17,"66"
"14111 - NORTH COLLINS","16","265","1,268",21,"81"
"14113 - NORTH JAVA","2","22","253",9,"34"
"14120 - NORTH TONAWANDA","184","4,217","17,986",23,"91"
"14125 - OAKFIELD","8","174","1,465",12,"46"
"14127 - ORCHARD PARK","93","2,097","11,372",18,"72"
"14129 - PERRYSBURG","10","117","615",19,"74"
"14131 - RANSOMVILLE","13","299","1,890",16,"62"
"14132 - SANBORN","21","433","2,392",18,"70"
"14134 - SARDINIA","4","92","216",43,"166"
"14136 - SILVER CREEK","16","282","1,900",15,"58"
"14138 - SOUTH DAYTON","7","140","851",17,"64"
"14139 - SOUTH WALES","5","109","958",11,"44"
"14141 - SPRINGVILLE","26","754","3,236",23,"91"
"14143 - STAFFORD","5","73","503",15,"56"
"14145 - STRYKERSVILLE","7","131","530",25,"96"
"14150 - TONAWANDA","181","3,748","18,386",20,"79"
"14166 - VAN BUREN POINT","0","0","40",0,"0"
"14167 - VARYSBURG","9","139","573",24,"94"
"14170 - WEST FALLS","8","187","868",22,"84"
"14171 - WEST VALLEY","8","181","861",21,"82"
"14172 - WILSON","18","357","1,325",27,"105"
"14174 - YOUNGSTOWN","23","481","2,182",22,"86"
"14201 - BUFFALO","90","1,983","5,352",37,"144"
"14202 - BUFFALO","16","393","1,496",26,"102"
"14203 - BUFFALO","21","560","1,423",39,"153"
"14204 - BUFFALO","58","1,257","3,916",32,"125"
"14206 - BUFFALO","112","2,298","9,409",24,"95"
"14207 - BUFFALO","152","3,466","10,584",33,"127"
"14208 - BUFFALO","61","1,426","5,351",27,"104"
"14209 - BUFFALO","51","1,166","3,933",30,"115"
"14210 - BUFFALO","74","1,706","6,534",26,"102"
"14211 - BUFFALO","170","3,510","10,209",34,"134"
"14212 - BUFFALO","70","1,430","5,185",28,"107"
"14213 - BUFFALO","154","3,407","10,430",33,"127"
"14214 - BUFFALO","125","2,478","9,184",27,"105"
"14215 - BUFFALO","220","4,978","16,885",30,"115"
"14216 - BUFFALO","119","2,490","9,663",26,"100"
"14217 - BUFFALO","111","2,231","9,945",22,"87"
"14218 - BUFFALO","96","2,204","9,204",24,"93"
"14219 - BUFFALO","58","1,219","5,052",24,"94"
"14220 - BUFFALO","118","2,546","10,249",25,"97"
"14221 - BUFFALO","215","4,583","21,007",22,"85"
"14222 - BUFFALO","60","1,258","5,610",22,"87"
"14223 - BUFFALO","120","2,369","9,752",24,"95"
"14224 - BUFFALO","174","3,988","17,157",23,"90"
"14225 - BUFFALO","133","2,905","15,304",19,"74"
"14226 - BUFFALO","149","3,186","12,207",26,"102"
"14227 - BUFFALO","102","2,414","10,721",23,"88"
"14228 - BUFFALO","119","3,175","13,333",24,"93"
"14301 - NIAGARA FALLS","99","1,975","6,081",33,"126"
"14303 - NIAGARA FALLS","36","608","2,669",23,"89"
"14304 - NIAGARA FALLS","139","3,044","12,699",24,"93"
"14305 - NIAGARA FALLS","118","2,396","7,335",33,"127"
"14416 - BERGEN","18","291","1,480",20,"77"
"14422 - BYRON","16","269","912",30,"115"
"14427 - CASTILE","13","258","802",32,"125"
"14482 - LE ROY","34","599","3,192",19,"73"
"14525 - PAVILION","16","264","1,008",26,"102"
"14530 - PERRY","27","428","2,104",20,"79"
"14536 - PORTAGEVILLE","0","0","155",0,"0"
"14550 - SILVER SPRINGS","7","84","525",16,"62"
"14569 - WARSAW","33","515","2,379",22,"84"
"14591 - WYOMING","14","201","657",31,"119"
"14701 - JAMESTOWN","201","3,946","16,617",24,"92"
"14706 - ALLEGANY","27","566","3,023",19,"73"
"14708 - ALMA","1","15","90",17,"65"
"14709 - ANGELICA","5","83","597",14,"54"
"14710 - ASHVILLE","13","278","1,392",20,"78"
"14711 - BELFAST","9","155","567",27,"106"
"14712 - BEMUS POINT","16","316","1,617",20,"76"
"14714 - BLACK CREEK","1","20","124",16,"63"
"14715 - BOLIVAR","12","198","998",20,"77"
"14716 - BROCTON","14","347","1,175",30,"115"
"14717 - CANEADEA","3","55","270",20,"79"
"14718 - CASSADAGA","10","189","840",23,"88"
"14719 - CATTARAUGUS","14","229","1,171",20,"76"
"14721 - CERES","1","28","42",67,"259"
"14723 - CHERRY CREEK","4","80","372",22,"84"
"14724 - CLYMER","10","190","829",23,"89"
"14726 - CONEWANGO VALLEY","3","78","565",14,"54"
"14727 - CUBA","29","528","1,966",27,"105"
"14728 - DEWITTVILLE","4","56","309",18,"71"
"14729 - EAST OTTO","1","12","333",4,"14"
"14731 - ELLICOTTVILLE","9","146","671",22,"85"
"14733 - FALCONER","13","252","1,487",17,"66"
"14735 - FILLMORE","9","178","872",20,"79"
"14736 - FINDLEY LAKE","2","30","234",13,"50"
"14737 - FRANKLINVILLE","15","282","1,358",21,"81"
"14738 - FREWSBURG","10","223","1,329",17,"65"
"14739 - FRIENDSHIP","10","212","1,048",20,"79"
"14740 - GERRY","7","157","517",30,"118"
"14741 - GREAT VALLEY","13","232","799",29,"113"
"14743 - HINSDALE","6","126","661",19,"74"
"14744 - HOUGHTON","8","216","840",26,"100"
"14747 - KENNEDY","8","189","820",23,"90"
"14748 - KILL BUCK","7","121","286",42,"165"
"14750 - LAKEWOOD","13","231","1,616",14,"56"
"14753 - LIMESTONE","3","68","435",16,"61"
"14754 - LITTLE GENESEE","8","146","351",42,"162"
"14755 - LITTLE VALLEY","18","342","1,180",29,"113"
"14757 - MAYVILLE","16","239","1,532",16,"61"
"14760 - OLEAN","87","1,752","8,048",22,"85"
"14767 - PANAMA","11","219","603",36,"141"
"14769 - PORTLAND","10","209","475",44,"171"
"14770 - PORTVILLE","16","281","1,144",25,"96"
"14772 - RANDOLPH","23","471","1,579",30,"116"
"14775 - RIPLEY","11","246","1,004",25,"95"
"14777 - RUSHFORD","4","65","333",20,"76"
"14779 - SALAMANCA","37","774","3,039",26,"99"
"14781 - SHERMAN","6","127","743",17,"67"
"14782 - SINCLAIRVILLE","8","164","826",20,"77"
"14784 - STOCKTON","5","112","308",36,"141"
"14787 - WESTFIELD","26","545","1,895",29,"112"
"14802 - ALFRED","14","358","1,320",27,"106"
"14803 - ALFRED STATION","12","164","808",20,"79"
"14804 - ALMOND","5","71","474",15,"58"
"14806 - ANDOVER","20","260","772",34,"131"
"14807 - ARKPORT","66","327","1,078",30,"118"
"14813 - BELMONT","15","267","1,013",26,"103"
"14822 - CANASERAGA","5","75","348",22,"84"
"14836 - DALTON","7","97","316",31,"119"
"14843 - HORNELL","311","1,187","5,388",22,"86"
"14846 - HUNT","9","95","315",30,"117"
"14880 - SCIO","7","130","737",18,"69"
"14884 - SWAIN","0","0","134",0,"0"
"14895 - WELLSVILLE","43","777","3,389",23,"89"
"14897 - WHITESVILLE","5","81","336",24,"94"
"15870 - WILCOX","10","120","496",24,"94"
"16701 - BRADFORD","66","1,401","6,832",21,"80"
"16720 - AUSTIN","5","93","566",16,"64"
"16726 - CYCLONE","1","16","155",10,"40"
"16727 - DERRICK CITY","1","14","131",11,"42"
"16729 - DUKE CENTER","5","98","423",23,"90"
"16731 - ELDRED","14","211","1,060",20,"77"
"16732 - GIFFORD","6","144","301",48,"186"
"16735 - KANE","31","549","2,556",22,"84"
"16738 - LEWIS RUN","9","196","994",20,"77"
"16740 - MOUNT JEWETT","5","94","307",31,"119"
"16743 - PORT ALLEGANY","20","395","1,411",28,"109"
"16744 - REW","2","33","226",15,"57"
"16745 - RIXFORD","0","0","99",0,"0"
"16746 - ROULETTE","6","138","506",27,"106"
"16748 - SHINGLEHOUSE","15","282","1,246",23,"88"
"16749 - SMETHPORT","21","403","1,752",23,"90"
"16750 - TURTLEPOINT","0","0","126",0,"0"
"16915 - COUDERSPORT","14","272","2,160",13,"49"
"16922 - GALETON","12","184","854",22,"84"
"16923 - GENESEE","3","48","484",10,"39"
"16927 - HARRISON VALLEY","4","99","212",47,"182"
"16937 - MILLS","2","35","70",50,"195"
"16941 - GENESEE","0","0","51",0,"0"
"16943 - SABINSVILLE","7","28","172",16,"63"
"16948 - ULYSSES","5","119","661",18,"70"
"16950 - WESTFIELD","68","289","1,425",20,"79"
"17729 - CROSS FORK","0","0","73",0,"0"
"03222 - BRISTOL","54","582","2,233",26,"101"
"03223 - CAMPTON","26","337","1,353",25,"97"
"03240 - GRAFTON","9","92","483",19,"74"
"03241 - HEBRON","9","114","390",29,"114"
"03245 - HOLDERNESS","10","157","859",18,"71"
"03251 - LINCOLN","18","198","815",24,"95"
"03262 - NORTH WOODSTOCK","12","126","559",23,"88"
"03264 - PLYMOUTH","45","660","3,531",19,"73"
"03266 - RUMNEY","21","208","914",23,"89"
"03279 - WARREN","5","58","387",15,"58"
"03280 - WASHINGTON","9","96","417",23,"90"
"03282 - WENTWORTH","10","100","363",28,"107"
"03284 - SPRINGFIELD","6","72","426",17,"66"
"03285 - THORNTON","18","241","966",25,"97"
"03561 - LITTLETON","46","549","2,552",22,"84"
"03574 - BETHLEHEM","22","275","1,074",26,"100"
"03580 - FRANCONIA","8","114","541",21,"82"
"03585 - LISBON","24","242","1,088",22,"87"
"03586 - SUGAR HILL","3","44","227",19,"75"
"03601 - ACWORTH","3","45","179",25,"98"
"03603 - CHARLESTOWN","34","447","2,462",18,"71"
"03605 - LEMPSTER","7","76","462",17,"64"
"03607 - SOUTH ACWORTH","5","46","95",48,"188"
"03740 - BATH","8","98","546",18,"70"
"03741 - CANAAN","32","361","1,743",21,"81"
"03743 - CLAREMONT","107","1,277","5,823",22,"85"
"03745 - CORNISH","13","176","638",28,"107"
"03748 - ENFIELD","33","423","1,895",22,"87"
"03750 - ETNA","3","30","276",11,"42"
"03752 - GOSHEN","7","72","354",20,"79"
"03753 - GRANTHAM","23","260","1,201",22,"84"
"03755 - HANOVER","100","1,311","4,285",31,"119"
"03765 - HAVERHILL","2","27","239",11,"44"
"03766 - LEBANON","77","851","3,684",23,"90"
"03768 - LYME","13","127","627",20,"79"
"03770 - MERIDEN","6","60","169",36,"138"
"03771 - MONROE","4","55","275",20,"78"
"03773 - NEWPORT","64","784","3,466",23,"88"
"03774 - NORTH HAVERHILL","15","227","880",26,"100"
"03777 - ORFORD","7","90","510",18,"69"
"03779 - PIERMONT","2","24","293",8,"32"
"03780 - PIKE","2","27","193",14,"54"
"03781 - PLAINFIELD","12","131","655",20,"78"
"03782 - SUNAPEE","30","321","1,423",23,"88"
"03784 - WEST LEBANON","37","478","1,616",30,"115"
"03785 - WOODSVILLE","18","205","924",22,"86"
"05001 - WHITE RIVER JUNCTION","90","1,037","4,087",25,"99"
"05032 - BETHEL","16","192","1,097",18,"68"
"05033 - BRADFORD","25","349","1,270",28,"107"
"05034 - BRIDGEWATER","4","43","142",30,"118"
"05035 - BRIDGEWATER CORNERS","4","38","266",14,"56"
"05036 - BROOKFIELD","6","76","401",19,"74"
"05037 - BROWNSVILLE","6","63","266",24,"92"
