STUDY NAME: Fall 2020 SimmonsLOCAL,,,,,
STUDY WEIGHT TYPE: Household,,,,,
BASE: Study Universe,,,,,
TARGET: MEAT ALTERNATIVES - HH USES?: NO,,,,,
,,,,,
Geographies,Target Sample,Target Weighted,Base Weighted,Horizontal %,Index
"45433 - DAYTON","34","466","664",70,"96"
"45434 - DAYTON","230","3,670","4,535",81,"110"
"45439 - DAYTON","197","3,672","4,835",76,"104"
"45440 - DAYTON","403","6,509","8,339",78,"107"
"45449 - DAYTON","324","6,193","8,034",77,"105"
"45459 - DAYTON","515","8,624","10,758",80,"109"
"45502 - SPRINGFIELD","353","5,047","6,362",79,"108"
"45503 - SPRINGFIELD","654","9,639","12,904",75,"102"
"45504 - SPRINGFIELD","391","5,382","7,042",76,"104"
"45505 - SPRINGFIELD","432","5,841","8,087",72,"99"
"45506 - SPRINGFIELD","294","3,947","5,426",73,"99"
"45822 - CELINA","417","6,552","7,798",84,"115"
"45828 - COLDWATER","112","1,824","2,251",81,"111"
"45845 - FORT LORAMIE","60","864","1,178",73,"100"
"45846 - FORT RECOVERY","83","1,238","1,599",77,"106"
"45860 - MARIA STEIN","41","715","873",82,"112"
"45862 - MENDON","38","525","653",80,"110"
"45865 - MINSTER","380","1,217","1,628",75,"102"
"45869 - NEW BREMEN","386","1,162","1,467",79,"108"
"45871 - NEW KNOXVILLE","179","563","739",76,"104"
"45882 - ROCKFORD","66","983","1,285",77,"104"
"45883 - SAINT HENRY","64","1,099","1,435",77,"105"
"45885 - SAINT MARYS","1,467","4,032","5,152",78,"107"
"45887 - SPENCERVILLE","471","1,341","1,680",80,"109"
"45895 - WAPAKONETA","1,906","5,625","7,179",78,"107"
"45898 - WILLSHIRE","35","261","362",72,"98"
"69021 - BENKELMAN","15","460","553",83,"114"
"69030 - HAIGLER","7","157","217",72,"99"
"69037 - MAX","2","57","57",100,"137"
"69121 - ARTHUR","3","71","192",37,"50"
"69122 - BIG SPRINGS","3","89","151",59,"80"
"69125 - BROADWATER","2","54","54",100,"137"
"69127 - BRULE","4","197","301",65,"89"
"69128 - BUSHNELL","4","120","178",67,"92"
"69129 - CHAPPELL","12","462","665",70,"95"
"69131 - DALTON","7","267","332",80,"110"
"69133 - DIX","2","62","120",52,"71"
"69141 - GURLEY","1","22","92",24,"33"
"69144 - KEYSTONE","1","75","75",100,"137"
"69145 - KIMBALL","30","1,054","1,275",83,"113"
"69146 - LEMOYNE","2","73","179",41,"56"
"69147 - LEWELLEN","9","399","468",85,"116"
"69148 - LISCO","2","62","178",35,"48"
"69149 - LODGEPOLE","9","304","371",82,"112"
"69152 - MULLEN","9","278","328",85,"116"
"69153 - OGALLALA","61","2,026","2,399",85,"115"
"69154 - OSHKOSH","11","487","592",82,"112"
"69155 - PAXTON","9","272","371",73,"100"
"69156 - POTTER","7","188","238",79,"108"
"69162 - SIDNEY","63","2,327","3,108",75,"102"
"69165 - SUTHERLAND","224","516","658",78,"107"
"69301 - ALLIANCE","92","3,024","3,922",77,"105"
"69331 - ANGORA","1","31","31",100,"137"
"69333 - ASHBY","7","79","124",64,"87"
"69335 - BINGHAM","1","34","59",58,"79"
"69336 - BRIDGEPORT","19","752","996",76,"103"
"69337 - CHADRON","64","2,432","3,180",77,"104"
"69339 - CRAWFORD","16","465","541",86,"117"
"69340 - ELLSWORTH","3","87","87",100,"137"
"69343 - GORDON","21","686","1,041",66,"90"
"69345 - HARRISBURG","8","233","262",89,"121"
"69346 - HARRISON","8","231","296",78,"107"
"69347 - HAY SPRINGS","12","363","443",82,"112"
"69348 - HEMINGFORD","15","558","631",88,"121"
"69350 - HYANNIS","7","164","164",100,"137"
"69351 - LAKESIDE","3","98","98",100,"137"
"69354 - MARSLAND","1","22","52",42,"58"
"69360 - RUSHVILLE","13","447","586",76,"104"
"69366 - WHITMAN","9","133","133",100,"137"
"69367 - WHITNEY","1","37","37",100,"137"
"80002 - ARVADA","132","6,190","8,130",76,"104"
"80003 - ARVADA","270","11,854","15,910",75,"102"
"80004 - ARVADA","282","11,874","15,600",76,"104"
"80005 - ARVADA","182","8,315","10,819",77,"105"
"80007 - ARVADA","53","2,300","3,187",72,"99"
"80010 - AURORA","243","10,727","16,431",65,"89"
"80011 - AURORA","339","15,574","20,695",75,"103"
"80012 - AURORA","319","16,126","22,310",72,"99"
"80013 - AURORA","486","21,765","28,901",75,"103"
"80014 - AURORA","286","14,271","19,333",74,"101"
"80015 - AURORA","432","18,945","24,782",76,"104"
"80016 - AURORA","280","13,023","16,629",78,"107"
"80017 - AURORA","224","10,491","15,051",70,"95"
"80018 - AURORA","60","2,681","3,507",76,"104"
"80019 - AURORA","10","461","679",68,"93"
"80020 - BROOMFIELD","354","17,484","22,775",77,"105"
"80021 - BROOMFIELD","199","9,231","13,088",71,"96"
"80022 - COMMERCE CITY","247","11,968","17,296",69,"94"
"80023 - BROOMFIELD","137","6,309","8,266",76,"104"
"80026 - LAFAYETTE","188","8,663","10,764",81,"110"
"80027 - LOUISVILLE","219","9,877","12,555",79,"107"
"80030 - WESTMINSTER","102","4,909","7,250",68,"92"
"80031 - WESTMINSTER","237","11,472","14,867",77,"105"
"80033 - WHEAT RIDGE","185","8,422","12,083",70,"95"
"80045 - AURORA","6","252","371",68,"93"
"80101 - AGATE","6","212","293",72,"99"
"80102 - BENNETT","39","1,798","2,140",84,"115"
"80103 - BYERS","20","919","1,312",70,"96"
"80104 - CASTLE ROCK","165","8,931","12,511",71,"97"
"80105 - DEER TRAIL","10","322","353",91,"125"
"80107 - ELIZABETH","86","3,660","4,651",79,"107"
"80108 - CASTLE ROCK","140","7,243","9,383",77,"105"
"80109 - CASTLE ROCK","108","5,552","6,941",80,"109"
"80110 - ENGLEWOOD","186","8,120","10,772",75,"103"
"80111 - ENGLEWOOD","232","10,011","12,183",82,"112"
"80112 - ENGLEWOOD","219","10,050","13,880",72,"99"
"80113 - ENGLEWOOD","173","7,863","10,522",75,"102"
"80116 - FRANKTOWN","31","1,689","2,125",80,"109"
"80117 - KIOWA","19","762","853",89,"122"
"80118 - LARKSPUR","40","2,205","2,529",87,"119"
"80120 - LITTLETON","217","10,414","13,765",76,"103"
"80121 - LITTLETON","128","5,697","7,995",71,"97"
"80122 - LITTLETON","235","10,249","12,982",79,"108"
"80123 - LITTLETON","335","15,088","20,555",73,"100"
"80124 - LONE TREE","123","6,674","8,934",75,"102"
"80125 - LITTLETON","69","3,725","4,991",75,"102"
"80126 - LITTLETON","270","14,717","18,028",82,"111"
"80127 - LITTLETON","297","13,331","17,631",76,"103"
"80128 - LITTLETON","275","11,277","14,591",77,"106"
"80129 - LITTLETON","181","9,014","11,170",81,"110"
"80130 - LITTLETON","164","8,753","11,471",76,"104"
"80134 - PARKER","345","17,515","23,893",73,"100"
"80136 - STRASBURG","33","1,521","1,858",82,"112"
"80137 - WATKINS","9","297","398",75,"102"
"80138 - PARKER","189","9,544","12,082",79,"108"
"80202 - DENVER","90","5,017","6,795",74,"101"
"80203 - DENVER","178","10,755","13,865",78,"106"
"80204 - DENVER","223","11,769","17,287",68,"93"
"80205 - DENVER","211","11,089","16,078",69,"94"
"80206 - DENVER","195","10,134","13,666",74,"101"
"80207 - DENVER","174","6,991","9,900",71,"96"
"80209 - DENVER","182","9,454","12,418",76,"104"
"80210 - DENVER","279","14,265","19,357",74,"101"
"80211 - DENVER","272","12,283","17,576",70,"95"
"80212 - DENVER","152","6,691","9,426",71,"97"
"80214 - DENVER","222","10,102","12,522",81,"110"
"80215 - DENVER","145","6,227","8,172",76,"104"
"80216 - DENVER","79","4,048","6,286",64,"88"
"80218 - DENVER","162","8,959","11,827",76,"103"
"80219 - DENVER","420","20,835","29,650",70,"96"
"80220 - DENVER","253","12,438","17,511",71,"97"
"80221 - DENVER","268","12,241","16,417",75,"102"
"80222 - DENVER","167","8,297","11,419",73,"99"
"80223 - DENVER","145","7,004","9,270",76,"103"
"80224 - DENVER","138","7,001","9,490",74,"101"
"80226 - DENVER","238","11,075","14,643",76,"103"
"80227 - DENVER","251","12,107","16,088",75,"103"
"80228 - DENVER","218","9,802","13,590",72,"98"
"80229 - DENVER","306","14,436","19,931",72,"99"
"80230 - DENVER","51","3,029","4,152",73,"100"
"80231 - DENVER","236","12,511","17,405",72,"98"
"80232 - DENVER","174","7,908","10,212",77,"106"
"80233 - DENVER","308","13,846","18,937",73,"100"
"80234 - DENVER","192","8,600","11,242",77,"104"
"80235 - DENVER","60","2,953","3,758",79,"107"
"80236 - DENVER","109","5,809","8,282",70,"96"
"80237 - DENVER","141","7,221","9,780",74,"101"
"80238 - DENVER","71","4,582","6,309",73,"99"
"80239 - DENVER","199","11,027","16,524",67,"91"
"80241 - THORNTON","217","9,042","11,896",76,"104"
"80246 - DENVER","122","6,342","7,763",82,"112"
"80247 - DENVER","188","10,070","14,288",71,"96"
"80249 - DENVER","132","7,770","10,516",74,"101"
"80260 - DENVER","213","9,490","13,197",72,"98"
"80301 - BOULDER","174","8,094","10,634",76,"104"
"80302 - BOULDER","244","12,336","16,940",73,"99"
"80303 - BOULDER","208","9,901","13,191",75,"102"
"80304 - BOULDER","202","8,798","11,841",74,"101"
"80305 - BOULDER","147","6,268","8,168",77,"105"
"80401 - GOLDEN","317","13,524","18,646",73,"99"
"80403 - GOLDEN","144","6,459","8,538",76,"103"
"80421 - BAILEY","58","2,898","3,994",73,"99"
"80422 - BLACK HAWK","33","1,447","2,043",71,"97"
"80423 - BOND","1","33","67",49,"67"
"80424 - BRECKENRIDGE","75","3,354","4,664",72,"98"
"80428 - CLARK","6","217","293",74,"101"
"80430 - COALMONT","2","95","125",76,"104"
"80433 - CONIFER","70","2,773","3,443",81,"110"
"80435 - DILLON","71","3,334","4,164",80,"109"
"80439 - EVERGREEN","226","9,172","10,770",85,"116"
"80440 - FAIRPLAY","21","1,018","1,555",66,"89"
"80442 - FRASER","7","470","1,101",43,"58"
"80443 - FRISCO","20","732","1,213",60,"82"
"80446 - GRANBY","47","2,446","3,536",69,"94"
"80447 - GRAND LAKE","14","726","874",83,"113"
"80449 - HARTSEL","13","489","703",70,"95"
"80452 - IDAHO SPRINGS","46","2,172","2,781",78,"107"
"80455 - JAMESTOWN","9","400","400",100,"137"
"80456 - JEFFERSON","5","228","228",100,"137"
"80459 - KREMMLING","17","843","1,264",67,"91"
"80461 - LEADVILLE","54","2,025","3,066",66,"90"
"80463 - MC COY","8","288","397",73,"99"
"80465 - MORRISON","135","5,399","6,780",80,"109"
"80466 - NEDERLAND","34","1,286","1,680",77,"105"
"80467 - OAK CREEK","21","929","1,204",77,"105"
"80468 - PARSHALL","1","38","38",100,"137"
"80470 - PINE","31","1,182","1,526",78,"106"
"80474 - ROLLINSVILLE","3","148","233",64,"87"
"80480 - WALDEN","12","561","707",79,"108"
"80481 - WARD","2","82","142",58,"79"
"80482 - WINTER PARK","11","559","818",68,"93"
"80487 - STEAMBOAT SPRINGS","121","5,651","8,122",70,"95"
"80498 - SILVERTHORNE","57","2,510","3,388",74,"101"
"80501 - LONGMONT","287","13,240","18,649",71,"97"
"80503 - LONGMONT","221","9,939","12,752",78,"106"
"80504 - LONGMONT","318","14,661","18,574",79,"108"
"80510 - ALLENSPARK","6","141","181",78,"106"
"80512 - BELLVUE","19","846","1,037",82,"111"
"80513 - BERTHOUD","86","3,969","5,384",74,"101"
"80514 - DACONO","35","1,460","1,900",77,"105"
"80515 - DRAKE","9","334","443",75,"103"
"80516 - ERIE","146","6,658","8,257",81,"110"
"80517 - ESTES PARK","82","3,922","4,931",80,"109"
"80521 - FORT COLLINS","251","13,380","18,826",71,"97"
"80524 - FORT COLLINS","224","11,452","15,816",72,"99"
"80525 - FORT COLLINS","364","17,403","23,233",75,"102"
"80526 - FORT COLLINS","329","16,086","21,230",76,"103"
"80528 - FORT COLLINS","89","5,228","6,366",82,"112"
"80530 - FREDERICK","34","1,703","2,399",71,"97"
"80534 - JOHNSTOWN","77","4,276","5,339",80,"109"
"80535 - LAPORTE","27","1,057","1,318",80,"109"
"80536 - LIVERMORE","14","622","882",71,"96"
"80537 - LOVELAND","256","13,191","17,798",74,"101"
"80538 - LOVELAND","344","17,426","21,817",80,"109"
"80540 - LYONS","37","1,616","2,320",70,"95"
"80542 - MEAD","21","1,144","1,656",69,"94"
"80543 - MILLIKEN","47","2,119","2,420",88,"120"
"80545 - RED FEATHER LAKES","13","486","517",94,"128"
"80547 - TIMNATH","14","920","978",94,"128"
"80549 - WELLINGTON","56","3,013","3,900",77,"105"
"80550 - WINDSOR","151","6,868","8,878",77,"106"
"80601 - BRIGHTON","202","9,465","13,459",70,"96"
"80602 - BRIGHTON","147","7,192","9,268",78,"106"
"80603 - BRIGHTON","75","4,258","5,325",80,"109"
"80610 - AULT","19","832","1,238",67,"92"
"80611 - BRIGGSDALE","1","90","238",38,"52"
"80612 - CARR","1","52","104",50,"68"
"80615 - EATON","50","2,464","3,293",75,"102"
"80620 - EVANS","118","5,705","7,895",72,"99"
"80621 - FORT LUPTON","82","3,811","5,504",69,"95"
"80622 - GALETON","1","56","56",100,"137"
"80624 - GILL","4","190","432",44,"60"
"80631 - GREELEY","339","16,919","24,502",69,"94"
"80634 - GREELEY","367","19,108","25,465",75,"102"
"80640 - HENDERSON","54","2,842","3,957",72,"98"
"80642 - HUDSON","23","1,189","1,502",79,"108"
"80643 - KEENESBURG","22","1,175","1,516",78,"106"
"80644 - KERSEY","19","884","1,233",72,"98"
"80645 - LA SALLE","30","1,349","1,988",68,"93"
"80648 - NUNN","8","420","472",89,"121"
"80649 - ORCHARD","3","105","129",81,"111"
"80650 - PIERCE","17","808","986",82,"112"
"80651 - PLATTEVILLE","37","1,931","2,310",84,"114"
"80652 - ROGGEN","3","147","147",100,"137"
"80653 - WELDONA","9","307","307",100,"137"
"80654 - WIGGINS","22","708","922",77,"105"
"80701 - FORT MORGAN","110","4,004","5,711",70,"96"
"80705 - LOG LANE VILLAGE","9","468","617",76,"104"
"80720 - AKRON","23","906","1,293",70,"96"
"80721 - AMHERST","1","22","56",39,"54"
"80722 - ATWOOD","8","356","508",70,"96"
"80723 - BRUSH","55","1,984","3,078",65,"88"
"80726 - CROOK","4","128","184",70,"95"
"80727 - ECKLEY","2","64","64",100,"137"
"80728 - FLEMING","8","276","328",84,"115"
"80729 - GROVER","7","398","398",100,"137"
"80731 - HAXTUN","14","402","528",76,"104"
"80733 - HILLROSE","3","79","79",100,"137"
"80734 - HOLYOKE","26","724","940",77,"105"
"80735 - IDALIA","0","0","53",0,"0"
"80736 - ILIFF","2","52","52",100,"137"
"80737 - JULESBURG","17","509","718",71,"97"
"80740 - LINDON","2","88","88",100,"137"
"80741 - MERINO","7","261","373",70,"96"
"80742 - NEW RAYMER","1","58","58",100,"137"
"80743 - OTIS","9","343","503",68,"93"
"80744 - OVID","6","157","157",100,"137"
"80745 - PADRONI","2","96","172",56,"76"
"80747 - PEETZ","1","30","90",33,"46"
"80749 - SEDGWICK","3","93","93",100,"137"
"80750 - SNYDER","6","147","172",86,"117"
"80751 - STERLING","146","5,289","6,834",77,"106"
"80754 - STONEHAM","1","56","56",100,"137"
"80755 - VERNON","3","106","106",100,"137"
"80757 - WOODROW","2","88","140",63,"86"
"80758 - WRAY","34","1,223","1,526",80,"109"
"80759 - YUMA","34","1,297","1,909",68,"93"
"80801 - ANTON","2","80","114",70,"96"
"80804 - ARRIBA","1","39","130",30,"41"
"80805 - BETHUNE","1","39","117",33,"46"
"80807 - BURLINGTON","41","1,661","2,259",74,"100"
"80810 - CHEYENNE WELLS","13","381","524",73,"99"
"80812 - COPE","3","140","140",100,"137"
"80815 - FLAGLER","7","183","368",50,"68"
"80818 - GENOA","3","128","192",67,"91"
"80820 - GUFFEY","8","364","433",84,"115"
"80821 - HUGO","17","681","923",74,"101"
"80822 - JOES","0","0","27",0,"0"
"80823 - KARVAL","2","100","100",100,"137"
"80824 - KIRK","3","116","143",81,"111"
"80825 - KIT CARSON","4","104","236",44,"60"
"80828 - LIMON","25","1,033","1,222",85,"115"
"80830 - MATHESON","1","30","86",35,"48"
"80834 - SEIBERT","2","48","88",55,"74"
"80836 - STRATTON","10","296","404",73,"100"
"80861 - VONA","5","152","178",85,"117"
"81041 - GRANADA","8","283","327",87,"118"
"81052 - LAMAR","85","2,885","3,655",79,"108"
"81101 - ALAMOSA","111","4,276","6,421",67,"91"
"81120 - ANTONITO","21","862","1,300",66,"91"
"81123 - BLANCA","9","416","468",89,"121"
"81125 - CENTER","32","1,399","1,598",88,"120"
"81130 - CREEDE","9","281","352",80,"109"
"81132 - DEL NORTE","27","1,133","1,499",76,"103"
"81133 - FORT GARLAND","4","137","331",41,"57"
"81136 - HOOPER","2","52","52",100,"137"
"81140 - LA JARA","15","631","873",72,"99"
"81143 - MOFFAT","18","915","1,117",82,"112"
"81144 - MONTE VISTA","54","2,095","2,700",78,"106"
"81146 - MOSCA","3","86","186",46,"63"
"81147 - PAGOSA SPRINGS","95","4,580","5,909",78,"106"
"81149 - SAGUACHE","11","564","564",100,"137"
"81151 - SANFORD","15","573","995",58,"79"
"81152 - SAN LUIS","14","547","822",67,"91"
"81154 - SOUTH FORK","11","382","481",79,"108"
"81155 - VILLA GROVE","2","89","161",55,"75"
"81210 - ALMONT","6","105","119",88,"120"
"81211 - BUENA VISTA","59","2,719","3,684",74,"101"
"81220 - CIMARRON","10","87","143",61,"83"
"81224 - CRESTED BUTTE","42","1,707","2,261",76,"103"
"81228 - GRANITE","0","0","34",0,"0"
"81230 - GUNNISON","100","4,257","5,334",80,"109"
"81235 - LAKE CITY","9","327","355",92,"126"
"81236 - NATHROP","13","505","597",85,"115"
"81237 - OHIO CITY","4","61","61",100,"137"
"81243 - POWDERHORN","1","23","23",100,"137"
"81251 - TWIN LAKES","3","120","152",79,"108"
"81320 - CAHONE","2","89","89",100,"137"
"81324 - DOVE CREEK","17","786","1,042",75,"103"
"81325 - EGNAR","11","466","632",74,"101"
"81403 - MONTROSE","1,300","3,578","4,552",79,"107"
"81410 - AUSTIN","18","750","894",84,"115"
"81413 - CEDAREDGE","43","1,734","2,178",80,"109"
"81415 - CRAWFORD","48","470","652",72,"98"
"81416 - DELTA","168","4,530","5,735",79,"108"
"81418 - ECKERT","12","535","734",73,"100"
"81419 - HOTCHKISS","33","1,282","1,608",80,"109"
"81428 - PAONIA","33","1,183","1,599",74,"101"
"81432 - RIDGWAY","40","1,708","2,457",70,"95"
"81434 - SOMERSET","2","55","55",100,"137"
"81435 - TELLURIDE","33","1,391","2,128",65,"89"
"81601 - GLENWOOD SPRINGS","121","4,789","6,333",76,"103"
"81610 - DINOSAUR","4","116","176",66,"90"
"81611 - ASPEN","96","4,596","5,993",77,"105"
"81620 - AVON","36","1,541","1,961",79,"107"
"81621 - BASALT","45","2,006","2,551",79,"107"
"81623 - CARBONDALE","102","4,309","6,078",71,"97"
"81625 - CRAIG","115","4,196","5,438",77,"105"
"81630 - DE BEQUE","224","660","834",79,"108"
"81632 - EDWARDS","112","5,074","7,134",71,"97"
"81635 - PARACHUTE","45","1,807","2,283",79,"108"
"81637 - GYPSUM","62","2,945","4,458",66,"90"
"81638 - HAMILTON","1","27","54",50,"68"
"81639 - HAYDEN","21","849","1,133",75,"102"
"81640 - MAYBELL","3","98","98",100,"137"
"81641 - MEEKER","33","1,407","1,643",86,"117"
"81642 - MEREDITH","1","36","176",21,"28"
"81647 - NEW CASTLE","42","2,059","2,882",71,"98"
"81648 - RANGELY","21","770","1,225",63,"86"
"81650 - RIFLE","87","3,767","5,150",73,"100"
"81652 - SILT","23","1,128","1,819",62,"85"
"81654 - SNOWMASS","15","604","918",66,"90"
"81657 - VAIL","74","3,096","3,934",79,"107"
"82051 - BOSLER","1","35","74",47,"65"
"82063 - JELM","0","0","36",0,"0"
"82070 - LARAMIE","160","6,823","8,886",77,"105"
"82072 - LARAMIE","134","5,798","7,653",76,"103"
"82083 - ROCK RIVER","7","273","273",100,"137"
"82201 - WHEATLAND","55","2,072","2,928",71,"97"
"82213 - GLENDO","2","61","61",100,"137"
"82214 - GUERNSEY","16","667","831",80,"110"
"82215 - HARTVILLE","1","31","31",100,"137"
"82222 - LANCE CREEK","2","92","92",100,"137"
"82227 - MANVILLE","3","99","99",100,"137"
"82321 - BAGGS","8","388","568",68,"93"
"82323 - DIXON","2","80","139",58,"79"
"82325 - ENCAMPMENT","9","368","503",73,"100"
"82327 - HANNA","14","505","549",92,"126"
"82329 - MEDICINE BOW","1","30","30",100,"137"
"82331 - SARATOGA","20","898","1,011",89,"121"
"82332 - SAVERY","1","39","80",49,"67"
"82334 - SINCLAIR","8","221","263",84,"115"
"82716 - GILLETTE","122","5,672","7,211",79,"107"
"82718 - GILLETTE","169","7,351","9,459",78,"106"
"82725 - RECLUSE","1","54","54",100,"137"
"82727 - ROZET","20","966","1,066",91,"124"
"82831 - ARVADA","5","50","59",85,"116"
"82832 - BANNER","122","505","654",77,"105"
"82834 - BUFFALO","53","2,608","3,481",75,"102"
"50001 - ACKWORTH","17","265","321",83,"113"
"50002 - ADAIR","33","407","550",74,"101"
"50003 - ADEL","111","2,603","3,711",70,"96"
"50005 - ALBION","22","250","303",83,"113"
"50006 - ALDEN","53","709","811",87,"119"
"50007 - ALLEMAN","11","170","242",70,"96"
"50008 - ALLERTON","17","291","323",90,"123"
"50009 - ALTOONA","285","5,474","7,149",77,"105"
"50010 - AMES","680","11,074","14,495",76,"104"
"50014 - AMES","613","10,446","13,233",79,"108"
"50020 - ANITA","34","453","567",80,"109"
"50021 - ANKENY","373","7,425","9,131",81,"111"
"50022 - ATLANTIC","201","2,851","3,541",81,"110"
"50023 - ANKENY","460","9,731","12,722",77,"104"
"50025 - AUDUBON","91","1,099","1,432",77,"105"
"50026 - BAGLEY","10","191","221",86,"118"
"50027 - BARNES CITY","8","109","146",75,"102"
"50028 - BAXTER","27","368","568",65,"88"
"50029 - BAYARD","16","236","312",76,"103"
"50033 - BEVINGTON","0","0","32",0,"0"
"50034 - BLAIRSBURG","6","81","113",72,"98"
"50035 - BONDURANT","77","1,612","1,916",84,"115"
"50036 - BOONE","332","5,490","7,154",77,"105"
"50038 - BOONEVILLE","4","80","97",83,"113"
"50039 - BOUTON","7","123","214",58,"78"
"50042 - BRAYTON","11","103","154",67,"91"
"50044 - BUSSEY","18","239","294",81,"111"
"50046 - CAMBRIDGE","29","392","507",77,"106"
"50047 - CARLISLE","105","1,967","2,533",78,"106"
"50048 - CASEY","20","268","347",77,"105"
"50049 - CHARITON","159","2,066","2,624",79,"107"
"50050 - CHURDAN","18","216","261",83,"113"
"50051 - CLEMONS","12","181","211",86,"117"
"50052 - CLIO","3","56","98",57,"78"
"50054 - COLFAX","73","1,044","1,242",84,"115"
"50055 - COLLINS","19","288","407",71,"97"
"50056 - COLO","30","417","547",76,"104"
"50057 - COLUMBIA","3","40","94",43,"58"
